UnitID,Institution Name,Institution (entity) name (HD2020),Institution name alias (HD2020),Street address or post office box (HD2020),City location of institution (HD2020),State abbreviation (HD2020),ZIP code (HD2020),Name of chief administrator (HD2020),Title of chief administrator (HD2020),General information telephone number (HD2020),Institution's internet website address (HD2020),Financial aid office web address (HD2020),Admissions office web address (HD2020),Online application web address (HD2020),Net price calculator web address (HD2020),Veterans and Military Servicemembers tuition policies web address (HD2020),Student-Right-to-Know student athlete graduation rate web address (HD2020),Disability Services Web Address (HD2020),Employer Identification Number (HD2020),Dun and Bradstreet numbers (HD2020),OPE Title IV eligibility indicator code (HD2020),Office of Postsecondary Education (OPE) ID Number (HD2020),Multi-institution or multi-campus organization (HD2020),Identification number of multi-institution or multi-campus organization (HD2020),Name of multi-institution or multi-campus organization (HD2020),Fips County code (HD2020),County name (HD2020),State and 116TH Congressional District ID (HD2020),Core Based Statistical Area (CBSA) (HD2020),CBSA Type Metropolitan or Micropolitan (HD2020),Combined Statistical Area (CSA) (HD2020),New England City and Town Area (NECTA) (HD2020),Longitude location of institution (HD2020),Latitude location of institution (HD2020),Institution open to the general public (HD2020),Status of institution (HD2020),UNITID for merged schools (HD2020),Year institution was deleted from IPEDS (HD2020),Date institution closed (HD2020),Institution is active in current year (HD2020),Primarily postsecondary indicator (HD2020),Postsecondary institution indicator (HD2020),Calendar system (IC2020),Years of college-level work required (IC2020),Natural Disaster identification (FLAGS2020)
190044,Clarkson University,Clarkson University, ,8 Clarkson Ave,Potsdam,NY,13699,Anthony G. Collins,President,3152686400,https://www.clarkson.edu/,https://www.clarkson.edu/student-administrative-services-sas/financial-aid,https://www.clarkson.edu/admissions,https://www.clarkson.edu/apply-now,https://www.clarkson.edu/net-price-calculator,https://www.clarkson.edu/student-administrative-services-sas/military-and-veterans,https://www.clarkson.edu/consumer-information-disclosures-heoa,https://www.clarkson.edu/accessability-services,150543659,41590993,1,269900,2,-2,-2,36089,St. Lawrence County,3621,36300,2,-2,-2,-74.999359,44.662716,1,A,-2,-2,-2,1,1,1,1,-2,0
450401,Clary Sage College,Clary Sage College, ,3131 South Sheridan,Tulsa,OK,74145,Dr. Raye Mahlberg,President,9186100027,www.clarysagecollege.com/,www.clarysagecollege.com/financial-aid/,www.clarysagecollege.com/admissions/,www.clarysagecollege.com/apply/,collegesooner.com/csc-calc/,www.clarysagecollege.com/financial-aid/, ,www.collegesooner.com/wp-content/uploads/2016/04/11 - Disclaimer Notices.pdf,472654761,79869519,1,3367401,1,200445,Community HigherEd Institute                                                    ,40143,Tulsa County,4001,46140,1,538,-2,-95.903835,36.117058,1,A,-2,-2,-2,1,1,1,7,-2,0
208415,Clatsop Community College,Clatsop Community College, ,1651 Lexington Avenue,Astoria,OR,97103,Chris Breitmeyer,President,5033250910,www.clatsopcc.edu/,www.clatsopcc.edu/student-resources/financial-aid,www.clatsopcc.edu/getting-started/admissions,fbrenderer-100559.campusnexus.cloud/#/loginInterceptor?key=Student STS&returnRoute=%2Frenderer%2FApplication,www.clatsopcc.edu/net-price-calculator/,https://www.clatsopcc.edu/services/support-services/va-education-benefits/, ,https://www.clatsopcc.edu/services/support-services/student-access-services/,930505508,55968432,1,318900,2,-2,-2,41007,Clatsop County,4101,11820,2,-2,-2,-123.823339,46.183107,1,A,-2,-2,-2,1,1,1,2,-2,0
139311,Clayton  State University,Clayton  State University, ,2000 Clayton State Boulevard,Morrow,GA,30260-0285,Dr. Thomas J. Hynes  Jr.,President,6784664000,www.clayton.edu/,www.clayton.edu/financial-aid,https://www.clayton.edu/admissions/,https://gafutures.xap.com/applications/usg/usg_common_app_short/introduction.asp?application_id=3387,www.clayton.edu/Portals/20/netpricecalculator20172018/index.html,www.clayton.edu/veterans-information-page/Campus-Resources, ,www.clayton.edu/disability,581048855,65363483,1,897600,1,113020,University System of Georgia                                                    ,13063,Clayton County,1305,12060,1,122,-2,-84.328174,33.594079,1,A,-2,-2,-2,1,1,1,1,-2,0
156417,Clear Creek Baptist Bible College,Clear Creek Baptist Bible College,Clear Creek Springs|Clear Creek Mountain Preachers Bible School|Clear Creek Baptist School|CCBBC,300 Clear Creek Rd,Pineville,KY,40977-9752,Donald S. Fox,President,6063373196,https://ccbbc.edu/,https://ccbbc.edu/admissions/financial,https://ccbbc.edu/admissions,https://ccbbc.edu/apply/,ccbbc.edu/admissions/financial, , ,https://ccbbc.edu/students/services,616002351,6389241,1,2535600,2,-2,-2,21013,Bell County,2105,33180,2,-2,-2,-83.727702,36.725236,1,A,-2,-2,-2,1,1,1,1,-2,0
430908,Clearfield County Career and Technology Center,Clearfield County Career and Technology Center,CCCTC,1620 River Road,Clearfield,PA,16830,Fred Redden,Executive Director,8147655308,www.ccctc.edu/,https://ccctc.edu/about/facility-use/,www.ccctc.edu/,https://ccctc.edu/apply-now/,https://ccctc.edu/pricecalc.html,https://ccctc.edu/veterans/, ,www.ccctc.edu/,251154028,93328011,1,2169600,2,-2,-2,42033,Clearfield County,4215,20180,2,524,-2,-78.418679,41.030572,1,A,-2,-2,-2,1,1,1,7,-2,0
169327,Cleary University,Cleary University,Cleary College,3750 Cleary Drive,Howell,MI,48843,Emily Barnes,Interim President/CEO/Provost,8006861883,www.cleary.edu/,www.cleary.edu/finaid/,www.cleary.edu/admissions,https://www.cleary.edu/apply-now/,www.cleary.edu/npcalc.htm,www.cleary.edu/veterans/, ,www.cleary.edu/disability-resource-services/,381393841,20097788,1,224600,2,-2,-2,26093,Livingston County,2608,19820,1,220,-2,-83.879987,42.586638,1,A,-2,-2,-2,1,1,1,1,-2,0
217882,Clemson University,Clemson University, ,201 Sikes Hall,Clemson,SC,29634,James P. Clements,President,8646564636,www.clemson.edu/,www.clemson.edu/finaid/,www.clemson.edu/admissions/index.html,www.clemson.edu/admissions/undergraduate/index.html,https://netprice.app.clemson.edu/calc/,https://www.clemson.edu/studentaffairs/veterans/benefits.html,https://www.clemson.edu/financial-aid/consumer.html,https://www.clemson.edu/academics/studentaccess/,576000254,42629816,1,342500,2,-2,-2,45077,Pickens County,4503,24860,1,273,-2,-82.835114,34.679381,1,A,-2,-2,-2,1,1,1,1,-2,0
198321,Cleveland Community College,Cleveland Community College, ,137 S Post Rd,Shelby,NC,28152-6224,Jason Hurst,President,7046694081,www.clevelandcc.edu/,clevelandcc.edu/programs/how-to-apply/paying-college/financial-aid/,clevelandcc.edu/programs/how-to-apply/,www2.cfnc.org/#/login?returnUrl=https:%2F%2Fapply.cfnc.org%2Fapplication%2FClevCC%2FNCCCSUndergraduate%2FClevCCUndergradApp,clevelandcc.edu/consumer-information/,clevelandcc.edu/veterans-affairs/, ,clevelandcc.edu/accessibility/,560848556,74521287,1,808200,1,137020,North Carolina Community College System                                         ,37045,Cleveland County,3710,43140,2,172,-2,-81.492856,35.279833,1,A,-2,-2,-2,1,1,1,1,-2,0
202046,Cleveland Institute of Art,Cleveland Institute of Art,CIA,11610 Euclid Avenue,Cleveland,OH,44106-1710,Grafton J. Nunes,President and CEO,2164217000,www.cia.edu/,www.cia.edu/admissions/financing-your-education,www.cia.edu/admissions/,https://go.cia.edu/apply/,www.cia.edu/admissions/tuition-fees/net-price-calculator,www.cia.edu/admissions/apply/for-us-veterans,www.cia.edu/student-life/student-services/registrar/policies,www.cia.edu/student-life/student-services/academic-services/disability-support,340714334,76908250,1,398200,2,-2,-2,39035,Cuyahoga County,3911,17460,1,184,-2,-81.602416,41.510435,1,A,-2,-2,-2,1,1,1,1,-2,0
202073,Cleveland Institute of Music,Cleveland Institute of Music,CIM,11021 East Blvd,Cleveland,OH,44106-1776,Paul W. Hogle,President,2167915000,www.cim.edu/,www.cim.edu/admissions/financialaid,www.cim.edu/conservatory/admission/,www.cim.edu/admissions,www.cim.edu/net-price-calculator, , ,https://www.cim.edu/conservatory/disclosures,340714460,76900380,1,303100,2,-2,-2,39035,Cuyahoga County,3911,17460,1,184,-2,-81.608878,41.512444,1,A,-2,-2,-2,1,1,1,1,-2,0
219879,Cleveland State Community College,Cleveland State Community College, ,3535 Adkisson Drive,Cleveland,TN,37312,William Seymour,President,4234727141,www.clevelandstatecc.edu/,www.clevelandstatecc.edu/financial/aid/index.html,www.clevelandstatecc.edu/admissions/,https://ban-sserv.clevelandstatecc.edu/prod_ssb/bwskalog.P_DispLoginNon,www.clevelandstatecc.edu/financial/npcalc.html,www.clevelandstatecc.edu/admissions/veterans-educational-assistance,www.clevelandstatecc.edu/about/consumer-information.html,www.clevelandstatecc.edu/admissions/disability-support/index.html,620762876,52004397,1,399900,1,147010,TBR - The College System of Tennessee                                           ,47011,Bradley County,4704,17420,1,174,-2,-84.879284,35.200103,1,A,-2,-2,-2,1,1,1,1,-2,0
202134,Cleveland State University,Cleveland State University, ,2121 Euclid Avenue,Cleveland,OH,44115-2214,Harlan M. Sands,President,2166872000,www.csuohio.edu/,www.csuohio.edu/financial-aid/financial-aid,www.csuohio.edu/admissions/,www.csuohio.edu/engagecsu/,www.csuohio.edu/netprice/netprice,www.csuohio.edu/registrar/veteran-benefits,www.csuohio.edu/offices/iraa/bot/BOT2016_edit.pdf,www.csuohio.edu/disability/disability,340966056,10841617,1,303200,2,-2,-2,39035,Cuyahoga County,3911,17460,1,184,-2,-81.674355,41.502281,1,A,-2,-2,-2,1,1,1,1,-2,0
177038,Cleveland University-Kansas City,Cleveland University-Kansas City, ,10850 Lowell Avenue,Overland Park,KS,66210,Carl S Cleveland III,President,9132340600,www.cleveland.edu/,www.cleveland.edu/admissions/financial-aid-scholarships,www.cleveland.edu/admissions,https://www.cleveland.edu/admissions/admission-application,www.cleveland.edu/admissions/financial-aid-scholarships/net-price-calculator, , ,https://www.cleveland.edu/campus-life/students-with-disabilities,446000294,76256452,1,2090700,2,-2,-2,20091,Johnson County,2003,28140,1,312,-2,-94.679076,38.932019,1,A,-2,-2,-2,1,1,1,3,-2,0
217891,Clinton College,Clinton College, ,1029 Crawford Rd,Rock Hill,SC,29730,Dr. Lester A. McCorn,President,8.03328E+13,www.clintoncollege.edu/,https://clintoncollege.edu/financial-aid/,www.clintoncollege.edu/,https://clintoncollege.edu/admissions/apply-online-now/,www.clinton.edu/FinancialAid/NetPriceCalculator.cxml,www.clintoncollege.edu/,clintoncollege.edu/,www.clintoncollege.edu/,570387830,38556460,1,492300,2,-2,-2,45091,York County,4505,16740,1,172,-2,-81.043469,34.913721,1,A,-2,-2,-2,1,1,1,1,-2,0
190053,Clinton Community College,Clinton Community College, ,136 Clinton Point Dr.,Plattsburgh,NY,12901,Ray DiPasquale,President,5185624200,https://www.clinton.edu/,https://www.clinton.edu/tuition-and-aid/financial-aid/default.aspx,https://www.clinton.edu/Admissions/default.aspx,https://application.clinton.edu/login.asp,https://www.suny.edu/howmuch/netpricecalculator.xhtml,https://www.clinton.edu/veterans-affairs/default.aspx,https://www.clinton.edu/about/college-information/student-consumer-information.aspx,https://www.clinton.edu/campus-resources/accommodative-services/default.aspx,141501033,82273855,1,678700,1,136040,State University of New York System                                             ,36019,Clinton County,3621,38460,2,-2,-2,-73.439739,44.64841,1,A,-2,-2,-2,1,1,1,1,-2,0
417868,Clinton Essex Warren Washington BOCES,Clinton Essex Warren Washington BOCES,CEWW BOCES  Champlain Valley Educational Services,1585 Military Turnpike,Plattsburgh,NY,12901-0455,Mark Davey,Superintendent,5185610100,www.cves.org/,https://www.cves.org/cv-tec/financial-aid/,https://www.cves.org/cv-tec/cvtec-adult-education-programs/,https://www.cves.org/cv-tec/cvtec-adult-education-programs/,https://www.cves.org/wp-content/uploads/2016/01/npcalc2.htm,https://www.cves.org/cv-tec/financial-aid-important-title-iv-consumer-information-disclosures/, ,https://www.cves.org/cv-tec/cvtec-adult-education-programs/,146004054,86950367,1,843700,1,136020,New York State Education Department                                             ,36019,Clinton County,3621,38460,2,-2,-2,-73.517906,44.693228,1,A,-2,-2,-2,1,1,1,6,-2,0
260336,Clinton Technical School,Clinton Technical School, ,602 S. Fifth St.,Clinton,MO,64735,Jake Fowler,Director,6608856101,clintoncardinals.org/,https://cts.clintoncardinals.org/post-_secondary_programs/financial_aid, ,https://docs.google.com/a/clinton.k12.mo.us/forms/d/1T-SFM2BWJ-TJjwfdAhn5AC2jb5KPJIbnzJZaduxpTBY/viewform,https://cts.clintoncardinals.org/post-_secondary_programs/financial_aid/net_price_calculator, , ,https://cts.clintoncardinals.org/cms/One.aspx?portalId=4286910&pageId=5702411,446001380,98474158,1,2497500,2,-2,-2,29083,Henry County,2904,-2,-2,-2,-2,-93.768459,38.363669,1,A,-2,-2,-2,1,1,1,6,-2,0
154907,Cloud County Community College,Cloud County Community College, ,2221 Campus Dr,Concordia,KS,66901-1002,Amber Knoettgen,Interim President,7852431435,https://www.cloud.edu/,https://www.cloud.edu/Students/financialaid,https://www.cloud.edu/Admissions/Admissions,https://icloud.cloud.edu/ics/Admissions,https://www.cloud.edu/Admissions/Covering-the-Cost/Cost-Calculator/index,www.cloud.edu/Admissions/Covering-the-Cost/index, ,https://www.cloud.edu/Academics/Advising/Disability-Services,480732624,21365291,1,190900,2,-2,-2,20029,Cloud County,2001,-2,-2,-2,-2,-97.664147,39.554199,1,A,-2,-2,-2,1,1,1,1,-2,0
234951,Clover Park Technical College,Clover Park Technical College,CPTC|Clover Pk|Clover Park|Clover Park Tech,4500 Steilacoom Blvd SW,Lakewood,WA,98499-4004,Dr. Joyce Loveday,President,2535895800,www.cptc.edu/,www.cptc.edu/financial-aid,www.cptc.edu/apply,www.cptc.edu/apply,www.cptc.edu/calc,www.cptc.edu/veterans, ,www.cptc.edu/disabilities/student,911523641,783006307,1,575200,1,153020,Washington State Board for Community and Technical Colleges                     ,53053,Pierce County,5310,42660,1,500,-2,-122.497873,47.176084,1,A,-2,-2,-2,1,1,1,2,2,0
112367,Clovis Adult Education,Clovis Adult Education, ,1452 David E Cook Way,Clovis,CA,93611,Ed Schmalzel,Principal,5593272800,clovisadult.cusd.com/,www.clovisadulteducation.com/,www.clovisadulteducation.com/, ,www.clovisadulteducation.com/, , ,www.clovisadulteducation.com/,942840774,64229768,1,2309500,2,-2,-2,6019,Fresno County,622,23420,1,260,-2,-119.690369,36.834459,1,A,-2,-2,-2,1,1,1,6,-2,0
187639,Clovis Community College,Clovis Community College, ,417 Schepps Blvd,Clovis,NM,88101-8381,Dr. Charles Nwankwo,President,8007691409,www.clovis.edu/,www.clovis.edu/financialaid,www.clovis.edu/admissions,https://prodssb.clovis.edu/pls/PROD/bwskalog.P_DispLoginNon,www.clovis.edu/financialaid/netpricecalculator/npcalc.htm,www.clovis.edu/admissions/military.aspx,www.clovis.edu/consumerinfo/index.aspx,www.clovis.edu/advising/specialservices.aspx,850390140,838011294,1,474300,2,-2,-2,35009,Curry County,3503,17580,2,188,-2,-103.165886,34.402483,1,A,-2,-2,-2,1,1,1,1,-2,0
489201,Clovis Community College,Clovis Community College, ,10309 North Willow Avenue,Fresno,CA,93730,Dr. Lori Bennett,President,5593255200,www.cloviscollege.edu/,www.cloviscollege.edu/admissions-and-aid/financial-aid/index.html,www.cloviscollege.edu/admissions-and-aid/index.html,www.opencccapply.net/gateway/apply?cccMisCode=576,https://misweb.cccco.edu/npc/576/npcalc.htm,www.cloviscollege.edu/student-services/veterans-services/index.html, ,www.cloviscollege.edu/student-services/student-support-programs/dsps/index.html,941574802,825137396,1,4253400,1,106010,California Community College System                                             ,6019,Fresno County,622,23420,1,260,-2,-119.731261,36.88686,1,A,-2,-2,-2,1,1,1,1,-2,0
366155,Cloyd's Barber School 2 Inc,Cloyd's Barber School 2 Inc, ,1311 Winnsboro Rd,Monroe,LA,71201,J Rhett Mathieu,Chief Executive Officer,3183225465,cloydsbarberschool.com/,cloydsbarberschool.com/,cloydsbarberschool.com/,cloydsbarberschool.com/,cloydsbarberschool.com/NetPrice/npcalc.htm,cloydsbarberschool.com/,cloydsbarberschool.com/,cloydsbarberschool.com/,721289882,164551525,1,2338000,2,-2,-2,22073,Ouachita Parish,2205,33740,1,384,-2,-92.090159,32.485377,1,A,-2,-2,-2,1,1,1,7,-2,0
158538,Cloyd's Beauty School 1 Inc,Cloyd's Beauty School 1 Inc, ,603 Natchitoches St,West Monroe,LA,71291-0603,J Rhett Mathieu,Chief Executive Officer,3183769133,cloydsbeautyschool.com/,cloydsbeautyschool.com/financial-aid.php,cloydsbeautyschool.com/,cloydsbeautyschool.com/,cloydsbeautyschool.com/NetPrice/npcalc.htm,cloydsbeautyschool.com/,cloydsbeautyschool.com/,cloydsbeautyschool.com/,721289885,89470496,1,1109700,2,-2,-2,22073,Ouachita Parish,2205,33740,1,384,-2,-92.126506,32.499976,1,A,-2,-2,-2,1,1,1,7,-2,0
248527,Cloyd's Beauty School 3 Inc,Cloyd's Beauty School 3 Inc, ,2514 Ferrand St,Monroe,LA,71201,J Rhett Mathieu,Chief Executive Officer,3183769133,cloydsbeautyschool.com/,cloydsbeautyschool.com/,cloydsbeautyschool.com/, ,cloydsbeautyschool.com/NetPrice/npcalc.htm,cloydsbeautyschool.com/,cloydsbeautyschool.com/,cloydsbeautyschool.com/,721289883,825695018,1,2352500,2,-2,-2,22073,Ouachita Parish,2205,33740,1,384,-2,-92.080603,32.533231,1,A,-2,-2,-2,1,1,1,7,-2,0
449393,Coachella Valley Beauty College,Coachella Valley Beauty College,CV Beauty College,79450 Highway 111,La Quinta,CA,92253,Denise Harker,Financial Aid Officer,7607725950,www.cvbeautycollege.com/,www.cvbeautycollege.com/,www.cvbeautycollege.com/, ,www.cvbeautycollege.com/Financial-Aid, , ,www.edd.ca.gov/,800514555,626513811,1,4115300,1,301005,Coachella Valley Beauty College Inc                                             ,6065,Riverside County,636,40140,1,348,-2,-116.278254,33.708193,1,A,-2,-2,-2,1,1,1,7,-2,0
485412,Coachella Valley Beauty College-Hemet,Coachella Valley Beauty College-Hemet,CV Beauty College,3643 W. Florida Ave.,Hemet,CA,92545,Denise Harker,Financial Aid Officer,9517690675,cvbeautycollege.com/,cvbeautycollege.com/,cvbeautycollege.com/, ,www.cvbeautycollege.com/Financial-Aid, , ,www.edd.ca.gov/,800514555,626513811,1,4115301,1,301005,Coachella Valley Beauty College Inc                                             ,6065,Riverside County,636,40140,1,348,-2,-117.010783,33.745675,1,A,-2,-2,-2,1,1,1,7,-2,0
175519,Coahoma Community College,Coahoma Community College, ,3240 Friars Point Rd,Clarksdale,MS,38614,Dr. Valmadge Towner,President,6626272571,www.coahomacc.edu/,www.coahomacc.edu/admissions-financial-aid/financial-aid/index,www.coahomacc.edu/admissions-financial-aid/admissions/index,https://myccc.coahomacc.edu/ICS/Admissions/Online_Application.jnz,www.coahomacc.edu/admissions-financial-aid/financial-aid/NetPriceCalculator/npcalc.htm,www.coahomacc.edu/admissions-financial-aid/admissions/general-admissions/veterans/index,www.coahomasports.com/,www.coahomacc.edu/disability-support-services/index,640437624,73528937,1,240100,2,-2,-2,28027,Coahoma County,2802,17260,2,-2,-2,-90.568469,34.254417,1,A,-2,-2,-2,1,1,1,1,-2,0
101161,Coastal Alabama Community College,Coastal Alabama Community College, ,1900 U S Highway 31 South,Bay Minette,AL,36507-2698,Craig Pouncey,President,2515802100,www.coastalalabama.edu/,www.coastalalabama.edu/financial_aid/,www.coastalalabama.edu/apply/,www.coastalalabama.edu/apply/,www.coastalalabama.edu/about/consumer_information/net_price_calculator/,www.coastalalabama.edu/veterans/,www.coastalalabama.edu/catalog.student-right-to-know,www.coastalalabama.edu/,630501805,34267638,1,106000,1,101030,Alabama Community College System                                                ,1003,Baldwin County,101,19300,1,380,-2,-87.778193,30.851343,1,A,-2,-2,-2,1,1,1,1,-2,0
223320,Coastal Bend College,Coastal Bend College,CBC,3800 Charco Rd,Beeville,TX,78102,Dr. Justin Hoggard,President,3613542200,www.coastalbend.edu/,www.coastalbend.edu/FinAid/,www.coastalbend.edu/Admissions/,www.coastalbend.edu/admissions_application/,www.collegeforalltexans.com/apps/CollegeMoney/,coastalbend.edu/TwoColumnLeft.aspx?pageid=8079&terms=military tuition, ,coastalbend.edu/specialneeds/,741542306,074608902|050013486|159388750|793747531,1,354600,2,-2,-2,48025,Bee County,4834,13300,2,-2,-2,-97.755896,28.435194,1,A,-2,-2,-2,1,1,1,1,-2,0
198330,Coastal Carolina Community College,Coastal Carolina Community College, ,444 Western Blvd,Jacksonville,NC,28546-6816,Mr. David L. Heatherly,President,9104551221,www.coastalcarolina.edu/,www.coastalcarolina.edu/admissions/financial-aid-scholarships/,www.coastalcarolina.edu/admissions/,https://www1.cfnc.org/Applications/nc_community_college/apply.html?application_id=1491,www.coastalcarolina.edu/iframe/net-price-calculator/net-price-calculator.htm,www.coastalcarolina.edu/admissions/tuition-and-fees/military-personnel-dependents/, ,www.coastalcarolina.edu/student-resources/disability-services/,560851326,72013105,1,531600,1,137020,North Carolina Community College System                                         ,37133,Onslow County,3703,27340,1,-2,-2,-77.384785,34.771687,1,A,-2,-2,-2,1,1,1,1,-2,0
218724,Coastal Carolina University,Coastal Carolina University, ,103 Tom Trout Drive,Conway,SC,29526,Dr. Michael T. Benson,President,8433473161,www.coastal.edu/,www.coastal.edu/financialaid/,https://www.coastal.edu/admissions/,www.coastal.edu/admissions/apply.html,www.coastal.edu/financialaid/calculator/,www.coastal.edu/services/veteranservices/,www.coastal.edu/financialaid/generalinformation/heoa/athleticaidheoadisclosures/,www.coastal.edu/disabilityservices/,570977955,966486045,1,345100,2,-2,-2,45051,Horry County,4507,34820,1,396,-2,-79.011767,33.794995,1,A,-2,-2,-2,1,1,1,1,-2,0
485458,Coastal Pines Technical College,Coastal Pines Technical College, ,1701 Carswell Ave,Waycross,GA,31503,Glenn Deibert,President,9122875818,www.coastalpines.edu/,www.coastalpines.edu/financial-aid/,www.coastalpines.edu/admissions/how-to-apply-to-cptc/,www.coastalpines.edu/admissions/useful-financial-links/,www.coastalpines.edu/wysiwyg.aspx?ModuleId=147, , ,www.coastalpines.edu/services/counseling-special-services/,580974519,80101637,1,551100,1,113010,Technical College System of Georgia                                             ,13299,Ware County,1301,48180,2,-2,-2,-82.3821,31.212781,1,A,-2,-2,-2,1,1,1,1,-2,0
450988,Coastline Beauty College,Coastline Beauty College, ,16151 Harbor Blvd,Fountain Valley,CA,92708,Tom Do,President,7149634000,www.coastlinebeauty.edu/,www.coastlinebeauty.edu/,www.coastlinebeauty.edu/,www.coastlinebeauty.edu/,www.coastlinebeauty.edu/npcalc.html, , ,www.coastlinebeauty.edu/,330986476,120955997,1,4092300,2,-2,-2,6059,Orange County,648,31080,1,348,-2,-117.921471,33.728821,1,A,-2,-2,-2,1,1,1,7,-2,0
112385,Coastline Community College,Coastline Community College, ,11460 Warner Ave.,Fountain Valley,CA,92708-2597,Dr. Loretta Adrian,President,7145467600,www.coastline.edu/,www.coastline.edu/services/financial-aid/,www.coastline.edu/admissions/,www.coastline.edu/apply/,https://misweb.cccco.edu/npc/831/npcalc.htm,www.coastline.edu/students/veterans/, ,www.coastline.edu/students/students-with-disabilities/,956002272, ,1,2063500,1,106010,California Community College System                                             ,6059,Orange County,648,31080,1,348,-2,-117.929143,33.715634,1,A,-2,-2,-2,1,1,1,1,-2,0
112455,Coba Academy,Coba Academy, ,663 N. Euclid Street,Anaheim,CA,92801,Ms. Carol Ann Malkasian,Owner,7145331400,www.coba.edu/,www.coba.edu/,www.coba.edu/,www.coba.edu/,https://coba.edu/NetPrice/npcalc.htm, , ,www.coba.edu/,463235444,79549895,1,3577300,2,-2,-2,6059,Orange County,646,31080,1,348,-2,-117.943108,33.841141,1,A,-2,-2,-2,1,1,1,7,-2,0
104425,Cochise County Community College District,Cochise County Community College District,Cochise College,901 N Colombo Ave,Sierra Vista,AZ,85635-2317,J.D. Rottweiler  Ph.D.,President,5205150500,https://www.cochise.edu/,https://www.cochise.edu/fa/,https://www.cochise.edu/getstarted/,https://apply.cochise.edu/,https://www.cochise.edu/netprice/npcalc.htm, ,https://www.cochise.edu/consumer-information/#SRTKRow,https://www.cochise.edu/disability/,860183151,74457425,1,107200,2,-2,-2,4003,Cochise County,402,43420,1,-2,-2,-110.246946,31.564597,1,A,-2,-2,-2,1,1,1,1,-2,0
404426,Coconino Community College,Coconino Community College, ,2800 S. Lone Tree Rd.,Flagstaff,AZ,86005-2701,Colleen Smith  PhD,President,9285271222,www.coconino.edu/,www.coconino.edu/finaid,https://applycoconino.force.com/ERx_Forms__Portal_Register,www.coconino.edu/apply-now,www.coconino.edu/ccc-pages/netprice-calculator/,www.coconino.edu/veteran-services,www.coconino.edu/details/compliance-information,https://www.coconino.edu/dr/about-disability-resources,860686666,780668521,1,3100400,2,-2,-2,4005,Coconino County,401,22380,1,-2,-2,-111.645631,35.171328,1,A,-2,-2,-2,1,1,1,1,-2,0
153144,Coe College,Coe College, ,1220 First Ave NE,Cedar Rapids,IA,52402-5092,David McInally,President,3193998000,www.coe.edu/,https://www.coe.edu/admission/financial-aid-scholarships,www.coe.edu/admission,https://www.coe.edu/admission/financial-aid-scholarships/how-apply,https://www.coe.edu/admission/financial-aid-scholarships/resources/net-price-calculator,https://www.coe.edu/admission/financial-aid-scholarships/financial-aid-handbook/outside-non-need-based-gift-aid, ,www.coe.edu/,420686467, ,1,185400,2,-2,-2,19113,Linn County,1901,16300,1,168,-2,-91.658192,41.988263,1,A,-2,-2,-2,1,1,1,1,-2,0
154925,Coffeyville Community College,Coffeyville Community College, ,400 W 11th St,Coffeyville,KS,67337-5064,Marlon Thornburg,President,6202517700,www.coffeyville.edu/,www.coffeyville.edu/student-services/financial-aid,www.coffeyville.edu/student-services/admissions,www.coffeyville.edu/student-services/admissions/application-for-admission/,https://access.coffeyville.edu/netprice/npcalc.htm,www.coffeyville.edu/finaid/Veterans-Services.cfm, ,www.coffeyville.edu/academics/college-catalog/services-and-activities,480698570,10663490,1,191000,2,-2,-2,20125,Montgomery County,2002,17700,2,-2,-2,-95.621374,37.033814,1,A,-2,-2,-2,1,1,1,1,-2,0
112394,Cogswell University of Silicon Valley,Cogswell University of Silicon Valley, ,191 Baypointe Parkway,San Jose,CA,95134,Charles Restivo,CEO/President,8002647955,https://cogswell.edu/,https://cogswell.edu/admission/financial-aid/,https://cogswell.edu/admission,https://cogswell.edu/apply-now/,https://cogswell.edu/forms/npcalc.htm, , ,https://cogswell.edu/student-gateway-3/student-life/student-services/disability-services/,941156509,68864867,1,117700,2,-2,-2,6085,Santa Clara County,617,41940,1,488,-2,-121.94087,37.414049,1,A,-2,-2,-2,1,1,1,3,-2,0
217907,Coker University,Coker University,Coker,300 E College Ave,Hartsville,SC,29550,Natalie Harder,President,8433838000,https://coker.edu/,https://coker.edu/admissions-aid,https://coker.edu/admissions-aid,https://www.coker.edu/apply/,https://www.coker.edu/admissions-aid/traditional-students/costs-aid/financial-aid/net-price-calculator/, ,https://www.cokercobras.com/athletes/Coker_Academic_Success_Rate.pdf,https://www.coker.edu/student-experience/student-resources/learning-support-services/,570324916,3339421,1,342700,2,-2,-2,45031,Darlington County,4507,22500,1,-2,-2,-80.070416,34.37696,1,A,-2,-2,-2,1,1,1,1,-2,0
161086,Colby College,Colby College, ,4000 Mayflower Hill Drive,Waterville,ME,04901-8840,David A. Greene,President,2078594000,www.colby.edu/,www.colby.edu/admission/,www.colby.edu/admission/,www.colby.edu/admission/apply/,https://www.colby.edu/admission/myintuition/, , ,www.colby.edu/life/,10211497,71741268,1,203900,2,-2,-2,23011,Kennebec County,2301,12300,2,-2,78850,-69.66337,44.564211,1,A,-2,-2,-2,1,1,1,4,-2,0
