LDNS,Hostname,ADNS_RTT,LDNS_RTT
209.18.47.62,zoom.us,43.0,34.0
71.10.216.2,google.com,44.0,34.0
71.10.216.2,facebook.com,109.0,34.0
71.10.216.1,facebook.com,68.0,49.0
212.230.255.1,youtube.com,130.0,110.0
71.10.216.2,youtube.com,45.0,33.0
209.18.47.62,canva.com,55.0,33.0
64.233.207.2,youtube.com,51.0,44.0
71.10.216.2,facebook.com,136.0,38.0
84.236.142.130,google.com,297.0,207.0
64.233.207.16,google.com,58.0,40.0
71.10.216.1,google.com,82.0,47.0
212.230.255.1,microsoft.com,112.0,110.0
64.233.217.3,facebook.com,92.0,43.0
64.233.207.16,microsoft.com,45.0,39.0
64.233.217.2,slack.com,51.0,44.0
209.18.47.61,microsoft.com,84.0,64.0
209.18.47.61,facebook.com,166.0,61.0
212.230.255.129,github.com,168.0,162.0
64.233.207.2,canva.com,43.0,40.0
64.233.217.3,canva.com,55.0,45.0
64.233.207.2,zoom.us,43.0,39.0
64.233.207.2,slack.com,44.0,41.0
209.18.47.61,youtube.com,140.0,63.0
209.18.47.62,google.com,44.0,31.0
71.10.216.1,zoom.us,55.0,46.0
71.10.216.2,microsoft.com,85.0,31.0
64.233.217.3,zoom.us,59.0,43.0
209.18.47.62,github.com,38.0,35.0
212.230.255.1,github.com,126.0,166.0
212.230.255.129,youtube.com,160.0,106.0
64.233.217.2,zoom.us,52.0,44.0
64.233.217.2,google.com,64.0,44.0
209.18.47.61,slack.com,90.0,67.0
212.230.255.1,microsoft.com,165.0,184.0
64.233.207.16,github.com,44.0,41.0
209.18.47.61,youtube.com,127.0,65.0
212.230.255.129,facebook.com,174.0,164.0
64.233.207.16,zoom.us,41.0,45.0
64.233.207.16,canva.com,43.0,42.0
64.233.207.2,google.com,50.0,42.0
209.18.47.61,github.com,87.0,60.0
209.18.47.62,zoom.us,122.0,36.0
212.230.255.129,canva.com,186.0,182.0
71.10.216.2,youtube.com,46.0,33.0
209.18.47.61,facebook.com,64.0,63.0
84.236.142.130,slack.com,354.0,369.0
209.18.47.61,canva.com,70.0,63.0
64.233.207.16,google.com,54.0,42.0
212.230.255.1,slack.com,144.0,163.0
71.10.216.1,zoom.us,53.0,46.0
64.233.217.2,youtube.com,61.0,42.0
64.233.217.3,github.com,51.0,45.0
71.10.216.1,microsoft.com,53.0,44.0
209.18.47.61,google.com,162.0,62.0
64.233.217.2,canva.com,56.0,44.0
64.233.207.16,zoom.us,42.0,52.0
64.233.207.16,slack.com,40.0,42.0
64.233.217.3,facebook.com,59.0,44.0
64.233.217.2,canva.com,56.0,45.0
64.233.217.2,github.com,67.0,75.0
64.233.217.2,microsoft.com,51.0,43.0
64.233.217.2,canva.com,66.0,44.0
84.236.142.130,google.com,232.0,782.0
212.230.255.1,zoom.us,185.0,289.0
71.10.216.2,youtube.com,43.0,39.0
64.233.217.2,google.com,61.0,39.0
84.236.142.130,canva.com,367.0,288.0
64.233.217.3,slack.com,52.0,40.0
71.10.216.2,google.com,44.0,34.0
64.233.217.2,google.com,59.0,51.0
84.236.142.130,facebook.com,522.0,
64.233.207.16,facebook.com,46.0,42.0
212.230.255.129,microsoft.com,199.0,170.0
71.10.216.1,slack.com,57.0,54.0
71.10.216.1,zoom.us,89.0,54.0
64.233.217.2,canva.com,54.0,44.0
212.230.255.1,microsoft.com,118.0,108.0
64.233.217.3,microsoft.com,52.0,41.0
64.233.207.16,canva.com,47.0,40.0
71.10.216.2,zoom.us,40.0,34.0
84.236.142.130,github.com,287.0,391.0
212.230.255.129,facebook.com,112.0,133.0
71.10.216.1,youtube.com,78.0,56.0
212.230.255.1,github.com,113.0,107.0
71.10.216.1,microsoft.com,70.0,50.0
71.10.216.2,facebook.com,93.0,35.0
64.233.217.3,microsoft.com,69.0,44.0
71.10.216.1,slack.com,56.0,56.0
64.233.207.16,github.com,40.0,39.0
84.236.142.130,slack.com,342.0,322.0
212.230.255.129,canva.com,110.0,141.0
209.18.47.62,slack.com,39.0,33.0
64.233.217.3,zoom.us,59.0,45.0
71.10.216.2,youtube.com,68.0,37.0
212.230.255.1,microsoft.com,162.0,166.0
209.18.47.61,google.com,166.0,65.0
212.230.255.129,github.com,180.0,184.0
209.18.47.61,canva.com,67.0,70.0
64.233.207.16,zoom.us,39.0,44.0
71.10.216.2,facebook.com,49.0,34.0
209.18.47.62,facebook.com,156.0,53.0
64.233.207.2,microsoft.com,44.0,45.0
84.236.142.130,canva.com,275.0,
64.233.207.16,canva.com,52.0,40.0
209.18.47.62,zoom.us,41.0,37.0
212.230.255.129,facebook.com,208.0,110.0
212.230.255.1,youtube.com,233.0,166.0
64.233.217.3,facebook.com,63.0,45.0
84.236.142.130,google.com,182.0,221.0
64.233.217.3,google.com,67.0,41.0
212.230.255.129,youtube.com,139.0,108.0
212.230.255.1,zoom.us,216.0,161.0
71.10.216.2,microsoft.com,65.0,31.0
209.18.47.62,canva.com,46.0,33.0
212.230.255.1,facebook.com,214.0,161.0
64.233.207.16,github.com,43.0,40.0
209.18.47.61,zoom.us,148.0,61.0
71.10.216.2,youtube.com,39.0,33.0
64.233.217.2,youtube.com,61.0,42.0
84.236.142.130,microsoft.com,,336.0
64.233.217.2,zoom.us,160.0,43.0
64.233.217.3,canva.com,53.0,41.0
84.236.142.130,canva.com,500.0,321.0
212.230.255.1,zoom.us,163.0,182.0
64.233.217.3,slack.com,51.0,51.0
209.18.47.62,slack.com,186.0,30.0
84.236.142.130,youtube.com,151.0,264.0
209.18.47.61,microsoft.com,85.0,62.0
212.230.255.129,facebook.com,171.0,164.0
212.230.255.129,google.com,191.0,189.0
64.233.217.3,facebook.com,55.0,43.0
71.10.216.1,canva.com,51.0,45.0
212.230.255.1,microsoft.com,108.0,214.0
209.18.47.61,facebook.com,89.0,58.0
71.10.216.2,canva.com,47.0,32.0
84.236.142.130,microsoft.com,315.0,199.0
71.10.216.1,google.com,66.0,46.0
64.233.217.2,youtube.com,60.0,44.0
212.230.255.129,youtube.com,169.0,168.0
71.10.216.2,facebook.com,43.0,35.0
84.236.142.130,slack.com,420.0,283.0
71.10.216.1,slack.com,56.0,46.0
64.233.217.3,slack.com,52.0,41.0
64.233.207.2,zoom.us,40.0,40.0
71.10.216.1,canva.com,51.0,49.0
209.18.47.61,zoom.us,150.0,61.0
64.233.207.2,facebook.com,41.0,39.0
71.10.216.2,canva.com,45.0,34.0
64.233.217.3,zoom.us,51.0,44.0
212.230.255.129,canva.com,194.0,166.0
209.18.47.62,google.com,53.0,57.0
71.10.216.1,google.com,80.0,48.0
64.233.217.2,canva.com,57.0,42.0
64.233.207.2,microsoft.com,40.0,43.0
64.233.217.2,zoom.us,52.0,43.0
212.230.255.129,facebook.com,320.0,110.0
212.230.255.1,youtube.com,144.0,111.0
64.233.217.2,canva.com,57.0,45.0
64.233.217.2,github.com,54.0,44.0
64.233.207.2,slack.com,41.0,40.0
84.236.142.130,youtube.com,167.0,375.0
84.236.142.130,canva.com,,
64.233.207.16,slack.com,43.0,42.0
71.10.216.1,slack.com,88.0,46.0
212.230.255.1,slack.com,177.0,157.0
64.233.207.16,youtube.com,59.0,43.0
71.10.216.1,youtube.com,77.0,45.0
209.18.47.62,facebook.com,45.0,34.0
64.233.217.2,facebook.com,51.0,43.0
212.230.255.1,slack.com,171.0,188.0
209.18.47.61,canva.com,73.0,60.0
64.233.217.2,slack.com,50.0,48.0
212.230.255.1,canva.com,217.0,185.0
71.10.216.1,canva.com,51.0,46.0
212.230.255.1,slack.com,199.0,169.0
212.230.255.129,zoom.us,185.0,185.0
71.10.216.1,slack.com,57.0,53.0
84.236.142.130,slack.com,326.0,388.0
64.233.217.3,microsoft.com,52.0,44.0
71.10.216.2,github.com,39.0,34.0
209.18.47.62,zoom.us,124.0,35.0
212.230.255.129,google.com,203.0,186.0
64.233.207.2,youtube.com,62.0,41.0
64.233.207.16,zoom.us,40.0,43.0
71.10.216.1,github.com,59.0,62.0
84.236.142.130,zoom.us,359.0,201.0
209.18.47.61,google.com,182.0,62.0
64.233.207.16,facebook.com,42.0,40.0
209.18.47.61,facebook.com,91.0,60.0
209.18.47.61,zoom.us,57.0,58.0
212.230.255.129,microsoft.com,112.0,174.0
212.230.255.1,microsoft.com,164.0,162.0
71.10.216.1,facebook.com,86.0,46.0
212.230.255.129,facebook.com,188.0,183.0
212.230.255.1,google.com,185.0,107.0
71.10.216.1,microsoft.com,57.0,47.0
64.233.217.2,facebook.com,69.0,42.0
64.233.217.2,youtube.com,59.0,100.0
64.233.207.16,canva.com,44.0,48.0
212.230.255.129,slack.com,167.0,186.0
212.230.255.1,slack.com,160.0,164.0
71.10.216.2,google.com,49.0,33.0
71.10.216.2,facebook.com,81.0,34.0
64.233.207.16,zoom.us,43.0,40.0
212.230.255.129,github.com,199.0,109.0
209.18.47.61,github.com,95.0,63.0
84.236.142.130,github.com,176.0,
64.233.207.16,google.com,61.0,43.0
64.233.207.2,github.com,41.0,41.0
71.10.216.2,github.com,50.0,34.0
212.230.255.1,slack.com,149.0,162.0
209.18.47.61,youtube.com,109.0,62.0
209.18.47.62,microsoft.com,67.0,39.0
212.230.255.129,canva.com,154.0,163.0
209.18.47.61,github.com,64.0,62.0
64.233.207.2,microsoft.com,42.0,48.0
64.233.207.16,slack.com,44.0,44.0
71.10.216.1,facebook.com,90.0,46.0
71.10.216.2,slack.com,202.0,36.0
84.236.142.130,zoom.us,237.0,
71.10.216.2,github.com,48.0,33.0
64.233.207.16,google.com,58.0,42.0
64.233.207.16,microsoft.com,45.0,41.0
64.233.217.2,canva.com,56.0,43.0
